season,week,matchup_id,is_playoff,is_consolation,home_team_id,home_team_name,home_score,away_team_id,away_team_name,away_score,winner,margin,home_owner_name,away_owner_name,home_owner_slug,away_owner_slug
2023,32,,1,0,4,RidenforBiden BBB,109.0,6,CeeDeeCee Guidelines,127.0,CeeDeeCee Guidelines,18.0,Mike,Nathaniel,mike,nathaniel
2023,32,,1,0,1,Shoneys Squanch Squad,107.0,2,Cincinnati Gun Owners Club,97.0,Shoneys Squanch Squad,10.0,Ethan,Gerson,ethan,gerson
2023,32,,1,0,9,R.I.P. Kirko Chainz ,49.0,10,Tanner's team,107.0,Tanner's team,58.0,Tyler,Tanner,tyler,tanner
2023,32,,1,0,8,Team King,88.0,7,BYE-WEEK,140.0,BYE-WEEK,52.0,Connor,Justin,connor,justin
2023,33,,1,0,3,Magic SkolBus,102.0,5,McDonalds all Day breakfast ,125.0,McDonalds all Day breakfast ,23.0,Marcel,Max,marcel,max
2023,33,,1,0,4,RidenforBiden BBB,109.0,6,CeeDeeCee Guidelines,127.0,CeeDeeCee Guidelines,18.0,Mike,Nathaniel,mike,nathaniel
2023,33,,1,0,1,Shoneys Squanch Squad,107.0,2,Cincinnati Gun Owners Club,97.0,Shoneys Squanch Squad,10.0,Ethan,Gerson,ethan,gerson
2023,33,,1,0,9,R.I.P. Kirko Chainz ,49.0,10,Tanner's team,107.0,Tanner's team,58.0,Tyler,Tanner,tyler,tanner
2023,33,,1,0,8,Team King,88.0,7,BYE-WEEK,140.0,BYE-WEEK,52.0,Connor,Justin,connor,justin
2023,34,,1,0,3,Magic SkolBus,102.0,5,McDonalds all Day breakfast ,125.0,McDonalds all Day breakfast ,23.0,Marcel,Max,marcel,max
2023,34,,1,0,4,RidenforBiden BBB,109.0,6,CeeDeeCee Guidelines,127.0,CeeDeeCee Guidelines,18.0,Mike,Nathaniel,mike,nathaniel
2023,34,,1,0,1,Shoneys Squanch Squad,107.0,2,Cincinnati Gun Owners Club,97.0,Shoneys Squanch Squad,10.0,Ethan,Gerson,ethan,gerson
2023,34,,1,0,9,R.I.P. Kirko Chainz ,49.0,10,Tanner's team,107.0,Tanner's team,58.0,Tyler,Tanner,tyler,tanner
2023,34,,1,0,8,Team King,88.0,7,BYE-WEEK,140.0,BYE-WEEK,52.0,Connor,Justin,connor,justin
2023,35,,1,0,3,Magic SkolBus,102.0,5,McDonalds all Day breakfast ,125.0,McDonalds all Day breakfast ,23.0,Marcel,Max,marcel,max
2023,35,,1,0,4,RidenforBiden BBB,109.0,6,CeeDeeCee Guidelines,127.0,CeeDeeCee Guidelines,18.0,Mike,Nathaniel,mike,nathaniel
2023,35,,1,0,1,Shoneys Squanch Squad,107.0,2,Cincinnati Gun Owners Club,97.0,Shoneys Squanch Squad,10.0,Ethan,Gerson,ethan,gerson
2023,35,,1,0,9,R.I.P. Kirko Chainz ,49.0,10,Tanner's team,107.0,Tanner's team,58.0,Tyler,Tanner,tyler,tanner
2023,35,,1,0,8,Team King,88.0,7,BYE-WEEK,140.0,BYE-WEEK,52.0,Connor,Justin,connor,justin
2024,1,,0,0,8,Team King,104.0,9,The Nabers Think Im Sellin Dope,107.0,The Nabers Think Im Sellin Dope,3.0,Connor,Tyler,connor,tyler
2024,1,,0,0,7,Burrow My Face In Your TD's,114.0,1,Shoneys Squanch Squad,131.0,Shoneys Squanch Squad,17.0,Justin,Ethan,justin,ethan
2024,1,,0,0,2,Cincinnati Gun Owners Club,103.0,6,To Infinity and Bijan,105.0,To Infinity and Bijan,2.0,Gerson,Nathaniel,gerson,nathaniel
2024,1,,0,0,5,McDonalds all Day breakfast ,129.0,4,RidenforBiden BBB,96.0,McDonalds all Day breakfast ,33.0,Max,Mike,max,mike
2024,1,,0,0,3,Magic SkolBus,118.0,10,Tanner's team,157.0,Tanner's team,39.0,Marcel,Tanner,marcel,tanner
2024,2,,0,0,1,Shoneys Squanch Squad,108.0,6,To Infinity and Bijan,121.0,To Infinity and Bijan,13.0,Ethan,Nathaniel,ethan,nathaniel
2024,2,,0,0,4,RidenforBiden BBB,142.0,8,Team King,71.0,RidenforBiden BBB,71.0,Mike,Connor,mike,connor
2024,2,,0,0,10,Tanner's team,117.0,9,The Nabers Think Im Sellin Dope,124.0,The Nabers Think Im Sellin Dope,7.0,Tanner,Tyler,tanner,tyler
2024,2,,0,0,5,McDonalds all Day breakfast ,144.0,7,Burrow My Face In Your TD's,128.0,McDonalds all Day breakfast ,16.0,Max,Justin,max,justin
2024,2,,0,0,3,Magic SkolBus,110.0,2,Cincinnati Gun Owners Club,87.0,Magic SkolBus,23.0,Marcel,Gerson,marcel,gerson
2024,3,,0,0,4,RidenforBiden BBB,85.0,10,Tanner's team,89.0,Tanner's team,4.0,Mike,Tanner,mike,tanner
2024,3,,0,0,1,Shoneys Squanch Squad,113.0,5,McDonalds all Day breakfast ,111.0,Shoneys Squanch Squad,2.0,Ethan,Max,ethan,max
2024,3,,0,0,6,To Infinity and Bijan,84.0,3,Magic SkolBus,121.0,Magic SkolBus,37.0,Nathaniel,Marcel,nathaniel,marcel
2024,3,,0,0,8,Team King,70.0,7,Burrow My Face In Your TD's,142.0,Burrow My Face In Your TD's,72.0,Connor,Justin,connor,justin
2024,3,,0,0,9,The Nabers Think Im Sellin Dope,138.0,2,Cincinnati Gun Owners Club,124.0,The Nabers Think Im Sellin Dope,14.0,Tyler,Gerson,tyler,gerson
2024,4,,0,0,5,McDonalds all Day breakfast ,105.0,3,Magic SkolBus,136.0,Magic SkolBus,31.0,Max,Marcel,max,marcel
2024,4,,0,0,7,Burrow My Face In Your TD's,87.0,4,RidenforBiden BBB,118.0,RidenforBiden BBB,31.0,Justin,Mike,justin,mike
2024,4,,0,0,2,Cincinnati Gun Owners Club,86.0,10,Tanner's team,121.0,Tanner's team,35.0,Gerson,Tanner,gerson,tanner
2024,4,,0,0,8,Team King,92.0,1,Shoneys Squanch Squad,102.0,Shoneys Squanch Squad,10.0,Connor,Ethan,connor,ethan
2024,4,,0,0,9,The Nabers Think Im Sellin Dope,123.0,6,To Infinity and Bijan,115.0,The Nabers Think Im Sellin Dope,8.0,Tyler,Nathaniel,tyler,nathaniel
2024,5,,0,0,7,Burrow My Face In Your TD's,141.0,2,Cincinnati Gun Owners Club,171.0,Cincinnati Gun Owners Club,30.0,Justin,Gerson,justin,gerson
2024,5,,0,0,5,McDonalds all Day breakfast ,108.0,8,Team King,94.0,McDonalds all Day breakfast ,14.0,Max,Connor,max,connor
2024,5,,0,0,3,Magic SkolBus,84.0,9,The Nabers Think Im Sellin Dope,107.0,The Nabers Think Im Sellin Dope,23.0,Marcel,Tyler,marcel,tyler
2024,5,,0,0,4,RidenforBiden BBB,112.0,1,Shoneys Squanch Squad,99.0,RidenforBiden BBB,13.0,Mike,Ethan,mike,ethan
2024,5,,0,0,10,Tanner's team,136.0,6,To Infinity and Bijan,130.0,Tanner's team,6.0,Tanner,Nathaniel,tanner,nathaniel
2024,6,,0,0,9,The Nabers Think Im Sellin Dope,130.0,1,Shoneys Squanch Squad,129.0,The Nabers Think Im Sellin Dope,1.0,Tyler,Ethan,tyler,ethan
2024,6,,0,0,6,To Infinity and Bijan,129.0,4,RidenforBiden BBB,99.0,To Infinity and Bijan,30.0,Nathaniel,Mike,nathaniel,mike
2024,6,,0,0,10,Tanner's team,121.0,5,McDonalds all Day breakfast ,123.0,McDonalds all Day breakfast ,2.0,Tanner,Max,tanner,max
2024,6,,0,0,3,Magic SkolBus,108.0,7,Burrow My Face In Your TD's,104.0,Magic SkolBus,4.0,Marcel,Justin,marcel,justin
2024,6,,0,0,2,Cincinnati Gun Owners Club,92.0,8,Team King,103.0,Team King,11.0,Gerson,Connor,gerson,connor
2024,7,,0,0,4,RidenforBiden BBB,77.0,9,The Nabers Think Im Sellin Dope,149.0,The Nabers Think Im Sellin Dope,72.0,Mike,Tyler,mike,tyler
2024,7,,0,0,5,McDonalds all Day breakfast ,137.0,6,To Infinity and Bijan,103.0,McDonalds all Day breakfast ,34.0,Max,Nathaniel,max,nathaniel
2024,7,,0,0,7,Burrow My Face In Your TD's,142.0,10,Tanner's team,111.0,Burrow My Face In Your TD's,31.0,Justin,Tanner,justin,tanner
2024,7,,0,0,8,Team King,66.0,3,Magic SkolBus,78.0,Magic SkolBus,12.0,Connor,Marcel,connor,marcel
2024,7,,0,0,1,Shoneys Squanch Squad,105.0,2,Cincinnati Gun Owners Club,101.0,Shoneys Squanch Squad,4.0,Ethan,Gerson,ethan,gerson
2024,8,,0,0,9,The Nabers Think Im Sellin Dope,139.0,5,McDonalds all Day breakfast ,145.0,McDonalds all Day breakfast ,6.0,Tyler,Max,tyler,max
2024,8,,0,0,6,To Infinity and Bijan,128.0,7,Burrow My Face In Your TD's,78.0,To Infinity and Bijan,50.0,Nathaniel,Justin,nathaniel,justin
2024,8,,0,0,10,Tanner's team,133.0,8,Team King,117.0,Tanner's team,16.0,Tanner,Connor,tanner,connor
2024,8,,0,0,3,Magic SkolBus,73.0,1,Shoneys Squanch Squad,102.0,Shoneys Squanch Squad,29.0,Marcel,Ethan,marcel,ethan
2024,8,,0,0,2,Cincinnati Gun Owners Club,134.0,4,RidenforBiden BBB,175.0,RidenforBiden BBB,41.0,Gerson,Mike,gerson,mike
2024,9,,0,0,7,Burrow My Face In Your TD's,145.0,9,The Nabers Think Im Sellin Dope,134.0,Burrow My Face In Your TD's,11.0,Justin,Tyler,justin,tyler
2024,9,,0,0,8,Team King,126.0,5,McDonalds all Day breakfast ,128.0,McDonalds all Day breakfast ,2.0,Connor,Max,connor,max
2024,9,,0,0,6,To Infinity and Bijan,109.0,2,Cincinnati Gun Owners Club,91.0,To Infinity and Bijan,18.0,Nathaniel,Gerson,nathaniel,gerson
2024,9,,0,0,1,Shoneys Squanch Squad,128.0,4,RidenforBiden BBB,117.0,Shoneys Squanch Squad,11.0,Ethan,Mike,ethan,mike
2024,9,,0,0,10,Tanner's team,122.0,3,Magic SkolBus,112.0,Tanner's team,10.0,Tanner,Marcel,tanner,marcel
2024,10,,0,0,8,Team King,104.0,6,To Infinity and Bijan,112.0,To Infinity and Bijan,8.0,Connor,Nathaniel,connor,nathaniel
2024,10,,0,0,1,Shoneys Squanch Squad,134.0,7,Burrow My Face In Your TD's,115.0,Shoneys Squanch Squad,19.0,Ethan,Justin,ethan,justin
2024,10,,0,0,9,The Nabers Think Im Sellin Dope,128.0,10,Tanner's team,102.0,The Nabers Think Im Sellin Dope,26.0,Tyler,Tanner,tyler,tanner
2024,10,,0,0,4,RidenforBiden BBB,87.0,5,McDonalds all Day breakfast ,96.0,McDonalds all Day breakfast ,9.0,Mike,Max,mike,max
2024,10,,0,0,2,Cincinnati Gun Owners Club,126.0,3,Magic SkolBus,98.0,Cincinnati Gun Owners Club,28.0,Gerson,Marcel,gerson,marcel
2024,11,,0,0,1,Shoneys Squanch Squad,107.0,10,Tanner's team,91.0,Shoneys Squanch Squad,16.0,Ethan,Tanner,ethan,tanner
2024,11,,0,0,8,Team King,101.0,4,RidenforBiden BBB,97.0,Team King,4.0,Connor,Mike,connor,mike
2024,11,,0,0,3,Magic SkolBus,136.0,6,To Infinity and Bijan,112.0,Magic SkolBus,24.0,Marcel,Nathaniel,marcel,nathaniel
2024,11,,0,0,7,Burrow My Face In Your TD's,144.0,5,McDonalds all Day breakfast ,128.0,Burrow My Face In Your TD's,16.0,Justin,Max,justin,max
2024,11,,0,0,2,Cincinnati Gun Owners Club,83.0,9,The Nabers Think Im Sellin Dope,176.0,The Nabers Think Im Sellin Dope,93.0,Gerson,Tyler,gerson,tyler
2024,12,,0,0,4,RidenforBiden BBB,121.0,3,Magic SkolBus,116.0,RidenforBiden BBB,5.0,Mike,Marcel,mike,marcel
2024,12,,0,0,5,McDonalds all Day breakfast ,114.0,1,Shoneys Squanch Squad,97.0,McDonalds all Day breakfast ,17.0,Max,Ethan,max,ethan
2024,12,,0,0,10,Tanner's team,126.0,2,Cincinnati Gun Owners Club,128.0,Cincinnati Gun Owners Club,2.0,Tanner,Gerson,tanner,gerson
2024,12,,0,0,7,Burrow My Face In Your TD's,115.0,8,Team King,118.0,Team King,3.0,Justin,Connor,justin,connor
2024,12,,0,0,6,To Infinity and Bijan,120.0,9,The Nabers Think Im Sellin Dope,84.0,To Infinity and Bijan,36.0,Nathaniel,Tyler,nathaniel,tyler
2024,13,,0,0,5,McDonalds all Day breakfast ,128.0,2,Cincinnati Gun Owners Club,142.0,Cincinnati Gun Owners Club,14.0,Max,Gerson,max,gerson
2024,13,,0,0,4,RidenforBiden BBB,95.0,7,Burrow My Face In Your TD's,133.0,Burrow My Face In Your TD's,38.0,Mike,Justin,mike,justin
2024,13,,0,0,9,The Nabers Think Im Sellin Dope,118.0,3,Magic SkolBus,92.0,The Nabers Think Im Sellin Dope,26.0,Tyler,Marcel,tyler,marcel
2024,13,,0,0,1,Shoneys Squanch Squad,134.0,8,Team King,97.0,Shoneys Squanch Squad,37.0,Ethan,Connor,ethan,connor
2024,13,,0,0,6,To Infinity and Bijan,156.0,10,Tanner's team,122.0,To Infinity and Bijan,34.0,Nathaniel,Tanner,nathaniel,tanner
2024,14,,0,0,9,The Nabers Think Im Sellin Dope,153.0,8,Team King,112.0,The Nabers Think Im Sellin Dope,41.0,Tyler,Connor,tyler,connor
2024,14,,0,0,6,To Infinity and Bijan,125.0,1,Shoneys Squanch Squad,101.0,To Infinity and Bijan,24.0,Nathaniel,Ethan,nathaniel,ethan
2024,14,,0,0,10,Tanner's team,102.0,4,RidenforBiden BBB,95.0,Tanner's team,7.0,Tanner,Mike,tanner,mike
2024,14,,0,0,3,Magic SkolBus,82.0,5,McDonalds all Day breakfast ,152.0,McDonalds all Day breakfast ,70.0,Marcel,Max,marcel,max
2024,14,,0,0,2,Cincinnati Gun Owners Club,155.0,7,Burrow My Face In Your TD's,133.0,Cincinnati Gun Owners Club,22.0,Gerson,Justin,gerson,justin
2024,15,,1,0,9,The Nabers Think Im Sellin Dope,144.0,2,Cincinnati Gun Owners Club,157.0,Cincinnati Gun Owners Club,13.0,Tyler,Gerson,tyler,gerson
2024,15,,1,0,1,Shoneys Squanch Squad,111.0,10,Tanner's team,179.0,Tanner's team,68.0,Ethan,Tanner,ethan,tanner
2024,15,,1,0,6,To Infinity and Bijan,115.0,3,Magic SkolBus,127.0,Magic SkolBus,12.0,Nathaniel,Marcel,nathaniel,marcel
2024,15,,1,0,5,McDonalds all Day breakfast ,100.0,7,Burrow My Face In Your TD's,137.0,Burrow My Face In Your TD's,37.0,Max,Justin,max,justin
2024,15,,1,0,4,RidenforBiden BBB,97.0,8,Team King,61.0,RidenforBiden BBB,36.0,Mike,Connor,mike,connor
2024,16,,1,0,10,Tanner's team,130.0,2,Cincinnati Gun Owners Club,145.0,Cincinnati Gun Owners Club,15.0,Tanner,Gerson,tanner,gerson
2024,16,,1,0,3,Magic SkolBus,125.0,7,Burrow My Face In Your TD's,146.0,Burrow My Face In Your TD's,21.0,Marcel,Justin,marcel,justin
2024,16,,1,0,9,The Nabers Think Im Sellin Dope,100.0,5,McDonalds all Day breakfast ,150.0,McDonalds all Day breakfast ,50.0,Tyler,Max,tyler,max
2024,16,,1,0,6,To Infinity and Bijan,114.0,1,Shoneys Squanch Squad,100.0,To Infinity and Bijan,14.0,Nathaniel,Ethan,nathaniel,ethan
2024,16,,1,0,4,RidenforBiden BBB,128.0,8,Team King,108.0,RidenforBiden BBB,20.0,Mike,Connor,mike,connor
2024,17,,1,0,7,Burrow My Face In Your TD's,150.0,2,Cincinnati Gun Owners Club,156.0,Cincinnati Gun Owners Club,6.0,Justin,Gerson,justin,gerson
2024,17,,1,0,10,Tanner's team,99.0,3,Magic SkolBus,97.0,Tanner's team,2.0,Tanner,Marcel,tanner,marcel
2024,17,,1,0,5,McDonalds all Day breakfast ,104.0,6,To Infinity and Bijan,169.0,To Infinity and Bijan,65.0,Max,Nathaniel,max,nathaniel
2024,17,,1,0,9,The Nabers Think Im Sellin Dope,121.0,1,Shoneys Squanch Squad,84.0,The Nabers Think Im Sellin Dope,37.0,Tyler,Ethan,tyler,ethan
2024,17,,1,0,4,RidenforBiden BBB,92.0,8,Team King,122.0,Team King,30.0,Mike,Connor,mike,connor
2024,18,,1,0,7,Burrow My Face In Your TD's,150.0,2,Cincinnati Gun Owners Club,156.0,Cincinnati Gun Owners Club,6.0,Justin,Gerson,justin,gerson
2024,18,,1,0,10,Tanner's team,99.0,3,Magic SkolBus,97.0,Tanner's team,2.0,Tanner,Marcel,tanner,marcel
2024,18,,1,0,5,McDonalds all Day breakfast ,104.0,6,To Infinity and Bijan,169.0,To Infinity and Bijan,65.0,Max,Nathaniel,max,nathaniel
2024,18,,1,0,9,The Nabers Think Im Sellin Dope,121.0,1,Shoneys Squanch Squad,84.0,The Nabers Think Im Sellin Dope,37.0,Tyler,Ethan,tyler,ethan
2024,18,,1,0,4,RidenforBiden BBB,92.0,8,Team King,122.0,Team King,30.0,Mike,Connor,mike,connor
2024,19,,1,0,7,Burrow My Face In Your TD's,150.0,2,Cincinnati Gun Owners Club,156.0,Cincinnati Gun Owners Club,6.0,Justin,Gerson,justin,gerson
2024,19,,1,0,10,Tanner's team,99.0,3,Magic SkolBus,97.0,Tanner's team,2.0,Tanner,Marcel,tanner,marcel
2024,19,,1,0,5,McDonalds all Day breakfast ,104.0,6,To Infinity and Bijan,169.0,To Infinity and Bijan,65.0,Max,Nathaniel,max,nathaniel
2024,19,,1,0,9,The Nabers Think Im Sellin Dope,121.0,1,Shoneys Squanch Squad,84.0,The Nabers Think Im Sellin Dope,37.0,Tyler,Ethan,tyler,ethan
2024,19,,1,0,4,RidenforBiden BBB,92.0,8,Team King,122.0,Team King,30.0,Mike,Connor,mike,connor
2024,20,,1,0,7,Burrow My Face In Your TD's,150.0,2,Cincinnati Gun Owners Club,156.0,Cincinnati Gun Owners Club,6.0,Justin,Gerson,justin,gerson
2024,20,,1,0,10,Tanner's team,99.0,3,Magic SkolBus,97.0,Tanner's team,2.0,Tanner,Marcel,tanner,marcel
2024,20,,1,0,5,McDonalds all Day breakfast ,104.0,6,To Infinity and Bijan,169.0,To Infinity and Bijan,65.0,Max,Nathaniel,max,nathaniel
2024,20,,1,0,9,The Nabers Think Im Sellin Dope,121.0,1,Shoneys Squanch Squad,84.0,The Nabers Think Im Sellin Dope,37.0,Tyler,Ethan,tyler,ethan
2024,20,,1,0,4,RidenforBiden BBB,92.0,8,Team King,122.0,Team King,30.0,Mike,Connor,mike,connor
2024,21,,1,0,7,Burrow My Face In Your TD's,150.0,2,Cincinnati Gun Owners Club,156.0,Cincinnati Gun Owners Club,6.0,Justin,Gerson,justin,gerson
2024,21,,1,0,10,Tanner's team,99.0,3,Magic SkolBus,97.0,Tanner's team,2.0,Tanner,Marcel,tanner,marcel
2024,21,,1,0,5,McDonalds all Day breakfast ,104.0,6,To Infinity and Bijan,169.0,To Infinity and Bijan,65.0,Max,Nathaniel,max,nathaniel
2024,21,,1,0,9,The Nabers Think Im Sellin Dope,121.0,1,Shoneys Squanch Squad,84.0,The Nabers Think Im Sellin Dope,37.0,Tyler,Ethan,tyler,ethan
2024,21,,1,0,4,RidenforBiden BBB,92.0,8,Team King,122.0,Team King,30.0,Mike,Connor,mike,connor
2024,22,,1,0,7,Burrow My Face In Your TD's,150.0,2,Cincinnati Gun Owners Club,156.0,Cincinnati Gun Owners Club,6.0,Justin,Gerson,justin,gerson
2024,22,,1,0,10,Tanner's team,99.0,3,Magic SkolBus,97.0,Tanner's team,2.0,Tanner,Marcel,tanner,marcel
2024,22,,1,0,5,McDonalds all Day breakfast ,104.0,6,To Infinity and Bijan,169.0,To Infinity and Bijan,65.0,Max,Nathaniel,max,nathaniel
2024,22,,1,0,9,The Nabers Think Im Sellin Dope,121.0,1,Shoneys Squanch Squad,84.0,The Nabers Think Im Sellin Dope,37.0,Tyler,Ethan,tyler,ethan
2024,22,,1,0,4,RidenforBiden BBB,92.0,8,Team King,122.0,Team King,30.0,Mike,Connor,mike,connor
2024,23,,1,0,7,Burrow My Face In Your TD's,150.0,2,Cincinnati Gun Owners Club,156.0,Cincinnati Gun Owners Club,6.0,Justin,Gerson,justin,gerson
2024,23,,1,0,10,Tanner's team,99.0,3,Magic SkolBus,97.0,Tanner's team,2.0,Tanner,Marcel,tanner,marcel
2024,23,,1,0,5,McDonalds all Day breakfast ,104.0,6,To Infinity and Bijan,169.0,To Infinity and Bijan,65.0,Max,Nathaniel,max,nathaniel
2024,23,,1,0,9,The Nabers Think Im Sellin Dope,121.0,1,Shoneys Squanch Squad,84.0,The Nabers Think Im Sellin Dope,37.0,Tyler,Ethan,tyler,ethan
2024,23,,1,0,4,RidenforBiden BBB,92.0,8,Team King,122.0,Team King,30.0,Mike,Connor,mike,connor
2024,24,,1,0,7,Burrow My Face In Your TD's,150.0,2,Cincinnati Gun Owners Club,156.0,Cincinnati Gun Owners Club,6.0,Justin,Gerson,justin,gerson
2024,24,,1,0,10,Tanner's team,99.0,3,Magic SkolBus,97.0,Tanner's team,2.0,Tanner,Marcel,tanner,marcel
2024,24,,1,0,5,McDonalds all Day breakfast ,104.0,6,To Infinity and Bijan,169.0,To Infinity and Bijan,65.0,Max,Nathaniel,max,nathaniel
2024,24,,1,0,9,The Nabers Think Im Sellin Dope,121.0,1,Shoneys Squanch Squad,84.0,The Nabers Think Im Sellin Dope,37.0,Tyler,Ethan,tyler,ethan
2024,24,,1,0,4,RidenforBiden BBB,92.0,8,Team King,122.0,Team King,30.0,Mike,Connor,mike,connor
2024,25,,1,0,7,Burrow My Face In Your TD's,150.0,2,Cincinnati Gun Owners Club,156.0,Cincinnati Gun Owners Club,6.0,Justin,Gerson,justin,gerson
2024,25,,1,0,10,Tanner's team,99.0,3,Magic SkolBus,97.0,Tanner's team,2.0,Tanner,Marcel,tanner,marcel
2024,25,,1,0,5,McDonalds all Day breakfast ,104.0,6,To Infinity and Bijan,169.0,To Infinity and Bijan,65.0,Max,Nathaniel,max,nathaniel
2024,25,,1,0,9,The Nabers Think Im Sellin Dope,121.0,1,Shoneys Squanch Squad,84.0,The Nabers Think Im Sellin Dope,37.0,Tyler,Ethan,tyler,ethan
2024,25,,1,0,4,RidenforBiden BBB,92.0,8,Team King,122.0,Team King,30.0,Mike,Connor,mike,connor
2024,26,,1,0,7,Burrow My Face In Your TD's,150.0,2,Cincinnati Gun Owners Club,156.0,Cincinnati Gun Owners Club,6.0,Justin,Gerson,justin,gerson
2024,26,,1,0,10,Tanner's team,99.0,3,Magic SkolBus,97.0,Tanner's team,2.0,Tanner,Marcel,tanner,marcel
2024,26,,1,0,5,McDonalds all Day breakfast ,104.0,6,To Infinity and Bijan,169.0,To Infinity and Bijan,65.0,Max,Nathaniel,max,nathaniel
2024,26,,1,0,9,The Nabers Think Im Sellin Dope,121.0,1,Shoneys Squanch Squad,84.0,The Nabers Think Im Sellin Dope,37.0,Tyler,Ethan,tyler,ethan
2024,26,,1,0,4,RidenforBiden BBB,92.0,8,Team King,122.0,Team King,30.0,Mike,Connor,mike,connor
2024,27,,1,0,7,Burrow My Face In Your TD's,150.0,2,Cincinnati Gun Owners Club,156.0,Cincinnati Gun Owners Club,6.0,Justin,Gerson,justin,gerson
2024,27,,1,0,10,Tanner's team,99.0,3,Magic SkolBus,97.0,Tanner's team,2.0,Tanner,Marcel,tanner,marcel
2024,27,,1,0,5,McDonalds all Day breakfast ,104.0,6,To Infinity and Bijan,169.0,To Infinity and Bijan,65.0,Max,Nathaniel,max,nathaniel
2024,27,,1,0,9,The Nabers Think Im Sellin Dope,121.0,1,Shoneys Squanch Squad,84.0,The Nabers Think Im Sellin Dope,37.0,Tyler,Ethan,tyler,ethan
2024,27,,1,0,4,RidenforBiden BBB,92.0,8,Team King,122.0,Team King,30.0,Mike,Connor,mike,connor
2024,28,,1,0,7,Burrow My Face In Your TD's,150.0,2,Cincinnati Gun Owners Club,156.0,Cincinnati Gun Owners Club,6.0,Justin,Gerson,justin,gerson
2024,28,,1,0,10,Tanner's team,99.0,3,Magic SkolBus,97.0,Tanner's team,2.0,Tanner,Marcel,tanner,marcel
2024,28,,1,0,5,McDonalds all Day breakfast ,104.0,6,To Infinity and Bijan,169.0,To Infinity and Bijan,65.0,Max,Nathaniel,max,nathaniel
2024,28,,1,0,9,The Nabers Think Im Sellin Dope,121.0,1,Shoneys Squanch Squad,84.0,The Nabers Think Im Sellin Dope,37.0,Tyler,Ethan,tyler,ethan
2024,28,,1,0,4,RidenforBiden BBB,92.0,8,Team King,122.0,Team King,30.0,Mike,Connor,mike,connor
2024,29,,1,0,7,Burrow My Face In Your TD's,150.0,2,Cincinnati Gun Owners Club,156.0,Cincinnati Gun Owners Club,6.0,Justin,Gerson,justin,gerson
2024,29,,1,0,10,Tanner's team,99.0,3,Magic SkolBus,97.0,Tanner's team,2.0,Tanner,Marcel,tanner,marcel
2024,29,,1,0,5,McDonalds all Day breakfast ,104.0,6,To Infinity and Bijan,169.0,To Infinity and Bijan,65.0,Max,Nathaniel,max,nathaniel
2024,29,,1,0,9,The Nabers Think Im Sellin Dope,121.0,1,Shoneys Squanch Squad,84.0,The Nabers Think Im Sellin Dope,37.0,Tyler,Ethan,tyler,ethan
2024,29,,1,0,4,RidenforBiden BBB,92.0,8,Team King,122.0,Team King,30.0,Mike,Connor,mike,connor
2024,30,,1,0,7,Burrow My Face In Your TD's,150.0,2,Cincinnati Gun Owners Club,156.0,Cincinnati Gun Owners Club,6.0,Justin,Gerson,justin,gerson
2024,30,,1,0,10,Tanner's team,99.0,3,Magic SkolBus,97.0,Tanner's team,2.0,Tanner,Marcel,tanner,marcel
2024,30,,1,0,5,McDonalds all Day breakfast ,104.0,6,To Infinity and Bijan,169.0,To Infinity and Bijan,65.0,Max,Nathaniel,max,nathaniel
2024,30,,1,0,9,The Nabers Think Im Sellin Dope,121.0,1,Shoneys Squanch Squad,84.0,The Nabers Think Im Sellin Dope,37.0,Tyler,Ethan,tyler,ethan
2024,30,,1,0,4,RidenforBiden BBB,92.0,8,Team King,122.0,Team King,30.0,Mike,Connor,mike,connor
2024,31,,1,0,7,Burrow My Face In Your TD's,150.0,2,Cincinnati Gun Owners Club,156.0,Cincinnati Gun Owners Club,6.0,Justin,Gerson,justin,gerson
2024,31,,1,0,10,Tanner's team,99.0,3,Magic SkolBus,97.0,Tanner's team,2.0,Tanner,Marcel,tanner,marcel
2024,31,,1,0,5,McDonalds all Day breakfast ,104.0,6,To Infinity and Bijan,169.0,To Infinity and Bijan,65.0,Max,Nathaniel,max,nathaniel
2024,31,,1,0,9,The Nabers Think Im Sellin Dope,121.0,1,Shoneys Squanch Squad,84.0,The Nabers Think Im Sellin Dope,37.0,Tyler,Ethan,tyler,ethan
2024,31,,1,0,4,RidenforBiden BBB,92.0,8,Team King,122.0,Team King,30.0,Mike,Connor,mike,connor
2024,32,,1,0,7,Burrow My Face In Your TD's,150.0,2,Cincinnati Gun Owners Club,156.0,Cincinnati Gun Owners Club,6.0,Justin,Gerson,justin,gerson
2024,32,,1,0,10,Tanner's team,99.0,3,Magic SkolBus,97.0,Tanner's team,2.0,Tanner,Marcel,tanner,marcel
2024,32,,1,0,5,McDonalds all Day breakfast ,104.0,6,To Infinity and Bijan,169.0,To Infinity and Bijan,65.0,Max,Nathaniel,max,nathaniel
2024,32,,1,0,9,The Nabers Think Im Sellin Dope,121.0,1,Shoneys Squanch Squad,84.0,The Nabers Think Im Sellin Dope,37.0,Tyler,Ethan,tyler,ethan
2024,32,,1,0,4,RidenforBiden BBB,92.0,8,Team King,122.0,Team King,30.0,Mike,Connor,mike,connor
